SteamRatio(mol:mol EB),Pressure(bar),Temperature(K),EconomicPotential($/hr)
10.500000,1.300000,855.000000,-1065.216889
10.500000,1.300000,860.000000,-1003.858513
10.500000,1.300000,865.000000,-948.956581
10.500000,1.300000,870.000000,-900.226144
10.500000,1.300000,875.000000,-857.383598
10.500000,1.300000,880.000000,-820.190645
10.500000,1.300000,885.000000,-788.396217
10.500000,1.300000,890.000000,-761.883165
10.500000,1.300000,895.000000,-740.368538
10.500000,1.300000,900.000000,-723.836383
10.500000,1.300000,905.000000,-712.108385
10.500000,1.300000,910.000000,-705.112601
10.500000,1.300000,915.000000,-702.797584
10.500000,1.300000,920.000000,-705.122652
10.500000,1.300000,925.000000,-712.028139
10.500000,1.300000,930.000000,-723.509479
10.500000,1.300000,935.000000,-739.658191
10.500000,1.300000,940.000000,-760.523036
10.500000,1.300000,945.000000,-786.087023
10.500000,1.300000,950.000000,-816.535476
10.500000,1.400000,800.000000,-2410.893129
10.500000,1.400000,805.000000,-2238.405318
10.500000,1.400000,810.000000,-2079.343735
10.500000,1.400000,815.000000,-1932.706749
10.500000,1.400000,820.000000,-1797.685074
10.500000,1.400000,825.000000,-1673.499785
10.500000,1.400000,830.000000,-1559.409728
10.500000,1.400000,835.000000,-1454.804737
10.500000,1.400000,840.000000,-1359.082463
10.500000,1.400000,845.000000,-1271.710309
10.500000,1.400000,850.000000,-1192.204192
10.500000,1.400000,855.000000,-1120.135984
10.500000,1.400000,860.000000,-1055.116158
10.500000,1.400000,865.000000,-996.762957
10.500000,1.400000,870.000000,-944.803753
10.500000,1.400000,875.000000,-898.867472
10.500000,1.400000,880.000000,-858.771743
10.500000,1.400000,885.000000,-824.272947
10.500000,1.400000,890.000000,-795.193372
10.500000,1.400000,895.000000,-771.271203
10.500000,1.400000,900.000000,-752.468832
10.500000,1.400000,905.000000,-738.611055
10.500000,1.400000,910.000000,-729.615855
10.500000,1.400000,915.000000,-725.449453
10.500000,1.400000,920.000000,-725.963881
10.500000,1.400000,925.000000,-731.224791
10.500000,1.400000,930.000000,-741.202767
10.500000,1.400000,935.000000,-755.920263
10.500000,1.400000,940.000000,-775.400950
10.500000,1.400000,945.000000,-799.728624
10.500000,1.400000,950.000000,-829.002467
11.000000,0.400000,800.000000,-1129.719820
11.000000,0.400000,805.000000,-1049.372895
11.000000,0.400000,810.000000,-976.671183
11.000000,0.400000,815.000000,-911.088914
11.000000,0.400000,820.000000,-852.126081
11.000000,0.400000,825.000000,-799.335512
11.000000,0.400000,830.000000,-752.316825
11.000000,0.400000,835.000000,-710.690105
11.000000,0.400000,840.000000,-674.111617
11.000000,0.400000,845.000000,-642.290741
11.000000,0.400000,850.000000,-614.952503
11.000000,0.400000,855.000000,-591.845294
11.000000,0.400000,860.000000,-572.757664
11.000000,0.400000,865.000000,-557.504586
11.000000,0.400000,870.000000,-545.926030
11.000000,0.400000,875.000000,-537.861646
11.000000,0.400000,880.000000,-533.225286
11.000000,0.400000,885.000000,-531.906590
11.000000,0.400000,890.000000,-533.832882
11.000000,0.400000,895.000000,-538.976828
11.000000,0.400000,900.000000,-547.313669
11.000000,0.400000,905.000000,-558.782891
11.000000,0.400000,910.000000,-573.444476
11.000000,0.400000,915.000000,-591.340118
11.000000,0.400000,920.000000,-612.493724
11.000000,0.400000,925.000000,-637.014737
11.000000,0.400000,930.000000,-664.915390
11.000000,0.400000,935.000000,-696.377793
11.000000,0.400000,940.000000,-731.505941
11.000000,0.400000,945.000000,-770.444559
11.000000,0.400000,950.000000,-813.382958
11.000000,0.500000,800.000000,-1311.668205
11.000000,0.500000,805.000000,-1218.048400
11.000000,0.500000,810.000000,-1132.953696
11.000000,0.500000,815.000000,-1055.792113
11.000000,0.500000,820.000000,-986.012357
11.000000,0.500000,825.000000,-923.121735
11.000000,0.500000,830.000000,-866.678978
11.000000,0.500000,835.000000,-816.263746
11.000000,0.500000,840.000000,-771.494776
11.000000,0.500000,845.000000,-732.049106
11.000000,0.500000,850.000000,-697.618978
11.000000,0.500000,855.000000,-667.920867
11.000000,0.500000,860.000000,-642.714508
11.000000,0.500000,865.000000,-621.819570
11.000000,0.500000,870.000000,-604.942556
11.000000,0.500000,875.000000,-592.021391
11.000000,0.500000,880.000000,-582.877225
11.000000,0.500000,885.000000,-577.431133
11.000000,0.500000,890.000000,-575.497679
11.000000,0.500000,895.000000,-577.102650
11.000000,0.500000,900.000000,-582.156843
11.000000,0.500000,905.000000,-590.636834
11.000000,0.500000,910.000000,-602.565306
11.000000,0.500000,915.000000,-617.884741
11.000000,0.500000,920.000000,-636.731724
11.000000,0.500000,925.000000,-659.052873
11.000000,0.500000,930.000000,-685.010819
11.000000,0.500000,935.000000,-714.649488
11.000000,0.500000,940.000000,-748.118302
11.000000,0.500000,945.000000,-785.530156
11.000000,0.500000,950.000000,-827.048850
11.000000,0.600000,800.000000,-1480.603571
11.000000,0.600000,805.000000,-1375.043521
11.000000,0.600000,810.000000,-1278.774878
11.000000,0.600000,815.000000,-1191.155575
11.000000,0.600000,820.000000,-1111.587578
11.000000,0.600000,825.000000,-1039.537063
11.000000,0.600000,830.000000,-974.526214
11.000000,0.600000,835.000000,-916.098815
11.000000,0.600000,840.000000,-863.840670
11.000000,0.600000,845.000000,-817.409218
11.000000,0.600000,850.000000,-776.443887
11.000000,0.600000,855.000000,-740.658714
11.000000,0.600000,860.000000,-709.781029
11.000000,0.600000,865.000000,-683.574210
11.000000,0.600000,870.000000,-661.822291
11.000000,0.600000,875.000000,-644.341893
11.000000,0.600000,880.000000,-630.993851
11.000000,0.600000,885.000000,-621.561244
11.000000,0.600000,890.000000,-616.050412
11.000000,0.600000,895.000000,-614.255498
11.000000,0.600000,900.000000,-616.225004
11.000000,0.600000,905.000000,-621.807265
11.000000,0.600000,910.000000,-631.080909
11.000000,0.600000,915.000000,-643.956160
11.000000,0.600000,920.000000,-660.517154
11.000000,0.600000,925.000000,-680.782515
11.000000,0.600000,930.000000,-704.811957
11.000000,0.600000,935.000000,-732.692290
11.000000,0.600000,940.000000,-764.537790
11.000000,0.600000,945.000000,-800.456795
11.000000,0.600000,950.000000,-840.622902
11.000000,0.700000,800.000000,-1638.980954
11.000000,0.700000,805.000000,-1522.493512
11.000000,0.700000,810.000000,-1415.990694
11.000000,0.700000,815.000000,-1318.783614
11.000000,0.700000,820.000000,-1230.230638
11.000000,0.700000,825.000000,-1149.771414
11.000000,0.700000,830.000000,-1076.859366
11.000000,0.700000,835.000000,-1011.040346
11.000000,0.700000,840.000000,-951.868081
11.000000,0.700000,845.000000,-898.946964
11.000000,0.700000,850.000000,-851.917691
11.000000,0.700000,855.000000,-810.463038
11.000000,0.700000,860.000000,-774.288372
11.000000,0.700000,865.000000,-743.149058
11.000000,0.700000,870.000000,-716.807246
11.000000,0.700000,875.000000,-694.992288
11.000000,0.700000,880.000000,-677.646850
11.000000,0.700000,885.000000,-664.494223
11.000000,0.700000,890.000000,-655.491977
11.000000,0.700000,895.000000,-650.546023
11.000000,0.700000,900.000000,-649.479610
11.000000,0.700000,905.000000,-652.331618
11.000000,0.700000,910.000000,-659.023531
11.000000,0.700000,915.000000,-669.582679
11.000000,0.700000,920.000000,-683.937331
11.000000,0.700000,925.000000,-702.183938
11.000000,0.700000,930.000000,-724.349629
11.000000,0.700000,935.000000,-750.510491
11.000000,0.700000,940.000000,-780.796296
11.000000,0.700000,945.000000,-815.224693
11.000000,0.700000,950.000000,-854.030739
11.000000,0.800000,800.000000,-1788.562633
11.000000,0.800000,805.000000,-1661.952881
11.000000,0.800000,810.000000,-1545.965684
11.000000,0.800000,815.000000,-1439.867896
11.000000,0.800000,820.000000,-1342.976689
11.000000,0.800000,825.000000,-1254.696743
11.000000,0.800000,830.000000,-1174.446571
11.000000,0.800000,835.000000,-1101.744330
11.000000,0.800000,840.000000,-1036.115532
11.000000,0.800000,845.000000,-977.139690
11.000000,0.800000,850.000000,-924.434596
11.000000,0.800000,855.000000,-877.662504
11.000000,0.800000,860.000000,-836.508900
11.000000,0.800000,865.000000,-800.699480
11.000000,0.800000,870.000000,-769.982727
11.000000,0.800000,875.000000,-744.133385
11.000000,0.800000,880.000000,-722.987478
11.000000,0.800000,885.000000,-706.289403
11.000000,0.800000,890.000000,-693.998989
11.000000,0.800000,895.000000,-685.941886
11.000000,0.800000,900.000000,-682.051755
11.000000,0.800000,905.000000,-682.255086
11.000000,0.800000,910.000000,-686.482828
11.000000,0.800000,915.000000,-694.725026
11.000000,0.800000,920.000000,-706.989186
11.000000,0.800000,925.000000,-723.270467
11.000000,0.800000,930.000000,-743.622764
11.000000,0.800000,935.000000,-768.117463
11.000000,0.800000,940.000000,-796.849837
11.000000,0.800000,945.000000,-829.873097
11.000000,0.800000,950.000000,-867.330090
11.000000,0.900000,800.000000,-1930.669174
11.000000,0.900000,805.000000,-1794.595059
11.000000,0.900000,810.000000,-1669.737869
11.000000,0.900000,815.000000,-1555.322315
11.000000,0.900000,820.000000,-1450.626341
11.000000,0.900000,825.000000,-1355.021343
11.000000,0.900000,830.000000,-1267.892632
11.000000,0.900000,835.000000,-1188.732106
11.000000,0.900000,840.000000,-1117.038579
11.000000,0.900000,845.000000,-1052.368132
11.000000,0.900000,850.000000,-994.317095
11.000000,0.900000,855.000000,-942.528633
11.000000,0.900000,860.000000,-896.669840
11.000000,0.900000,865.000000,-856.463341
11.000000,0.900000,870.000000,-821.597527
11.000000,0.900000,875.000000,-791.880141
11.000000,0.900000,880.000000,-767.086167
11.000000,0.900000,885.000000,-747.050750
11.000000,0.900000,890.000000,-731.615467
11.000000,0.900000,895.000000,-720.597905
11.000000,0.900000,900.000000,-713.952843
11.000000,0.900000,905.000000,-711.586258
11.000000,0.900000,910.000000,-713.440356
11.000000,0.900000,915.000000,-719.506899
11.000000,0.900000,920.000000,-729.684513
11.000000,0.900000,925.000000,-744.094061
11.000000,0.900000,930.000000,-762.651951
11.000000,0.900000,935.000000,-785.505345
11.000000,0.900000,940.000000,-812.708053
11.000000,0.900000,945.000000,-844.330950
11.000000,0.900000,950.000000,-880.539185
11.000000,1.000000,800.000000,-2066.320454
11.000000,1.000000,805.000000,-1921.331629
11.000000,1.000000,810.000000,-1788.118677
11.000000,1.000000,815.000000,-1665.865985
11.000000,1.000000,820.000000,-1553.813937
11.000000,1.000000,825.000000,-1451.302059
11.000000,1.000000,830.000000,-1357.683864
11.000000,1.000000,835.000000,-1272.426144
11.000000,1.000000,840.000000,-1195.002218
11.000000,1.000000,845.000000,-1124.945849
11.000000,1.000000,850.000000,-1061.833002
11.000000,1.000000,855.000000,-1005.288819
11.000000,1.000000,860.000000,-954.963110
11.000000,1.000000,865.000000,-910.549095
11.000000,1.000000,870.000000,-871.761844
11.000000,1.000000,875.000000,-838.359185
11.000000,1.000000,880.000000,-810.113696
11.000000,1.000000,885.000000,-786.829599
11.000000,1.000000,890.000000,-768.331285
11.000000,1.000000,895.000000,-754.507367
11.000000,1.000000,900.000000,-745.254533
11.000000,1.000000,905.000000,-740.396047
11.000000,1.000000,910.000000,-739.950753
11.000000,1.000000,915.000000,-743.866718
11.000000,1.000000,920.000000,-752.048144
11.000000,1.000000,925.000000,-764.583541
11.000000,1.000000,930.000000,-781.447214
11.000000,1.000000,935.000000,-802.702504
11.000000,1.000000,940.000000,-828.413014
11.000000,1.000000,945.000000,-858.676451
11.000000,1.000000,950.000000,-893.606520
11.000000,1.100000,800.000000,-2196.323586
11.000000,1.100000,805.000000,-2042.887487
11.000000,1.100000,810.000000,-1901.756683
11.000000,1.100000,815.000000,-1772.076835
11.000000,1.100000,820.000000,-1653.052223
11.000000,1.100000,825.000000,-1543.991719
11.000000,1.100000,830.000000,-1444.218250
11.000000,1.100000,835.000000,-1353.174464
11.000000,1.100000,840.000000,-1270.309175
11.000000,1.100000,845.000000,-1195.134735
11.000000,1.100000,850.000000,-1127.207611
11.000000,1.100000,855.000000,-1066.135759
11.000000,1.100000,860.000000,-1011.562683
11.000000,1.100000,865.000000,-963.137506
11.000000,1.100000,870.000000,-920.589070
11.000000,1.100000,875.000000,-883.652126
11.000000,1.100000,880.000000,-852.083821
11.000000,1.100000,885.000000,-825.694344
11.000000,1.100000,890.000000,-804.300465
11.000000,1.100000,895.000000,-787.768679
11.000000,1.100000,900.000000,-775.909116
11.000000,1.100000,905.000000,-768.678158
11.000000,1.100000,910.000000,-766.036032
11.000000,1.100000,915.000000,-767.827570
11.000000,1.100000,920.000000,-774.093902
11.000000,1.100000,925.000000,-784.816060
11.000000,1.100000,930.000000,-800.013557
11.000000,1.100000,935.000000,-819.707317
11.000000,1.100000,940.000000,-843.965243
11.000000,1.100000,945.000000,-872.877524
11.000000,1.100000,950.000000,-906.539148
11.000000,1.200000,800.000000,-2321.330318
11.000000,1.200000,805.000000,-2159.850349
11.000000,1.200000,810.000000,-2011.179996
11.000000,1.200000,815.000000,-1874.427613
11.000000,1.200000,820.000000,-1748.762671
11.000000,1.200000,825.000000,-1633.464464
11.000000,1.200000,830.000000,-1527.826395
11.000000,1.200000,835.000000,-1431.267797
11.000000,1.200000,840.000000,-1343.213833
11.000000,1.200000,845.000000,-1263.156202
11.000000,1.200000,850.000000,-1190.632590
11.000000,1.200000,855.000000,-1125.234438
11.000000,1.200000,860.000000,-1066.590053
11.000000,1.200000,865.000000,-1014.338620
11.000000,1.200000,870.000000,-968.205240
11.000000,1.200000,875.000000,-927.852950
11.000000,1.200000,880.000000,-893.099995
11.000000,1.200000,885.000000,-863.728854
11.000000,1.200000,890.000000,-839.507776
11.000000,1.200000,895.000000,-820.319512
11.000000,1.200000,900.000000,-806.025714
11.000000,1.200000,905.000000,-796.500539
11.000000,1.200000,910.000000,-791.657033
11.000000,1.200000,915.000000,-791.442299
11.000000,1.200000,920.000000,-795.836717
11.000000,1.200000,925.000000,-804.798597
11.000000,1.200000,930.000000,-818.349992
11.000000,1.200000,935.000000,-836.516479
11.000000,1.200000,940.000000,-859.375577
11.000000,1.200000,945.000000,-886.937613
11.000000,1.200000,950.000000,-919.381507
11.000000,1.300000,800.000000,-2441.875935
11.000000,1.300000,805.000000,-2272.704561
11.000000,1.300000,810.000000,-2116.825434
11.000000,1.300000,815.000000,-1973.310881
11.000000,1.300000,820.000000,-1841.296728
11.000000,1.300000,825.000000,-1720.033654
11.000000,1.300000,830.000000,-1608.786487
11.000000,1.300000,835.000000,-1506.951984
11.000000,1.300000,840.000000,-1413.932400
11.000000,1.300000,845.000000,-1329.199437
11.000000,1.300000,850.000000,-1252.272612
11.000000,1.300000,855.000000,-1182.727414
11.000000,1.300000,860.000000,-1120.177499
11.000000,1.300000,865.000000,-1064.268354
11.000000,1.300000,870.000000,-1014.631252
11.000000,1.300000,875.000000,-971.037533
11.000000,1.300000,880.000000,-933.216386
11.000000,1.300000,885.000000,-900.986093
11.000000,1.300000,890.000000,-874.027564
11.000000,1.300000,895.000000,-852.296623
11.000000,1.300000,900.000000,-835.602921
11.000000,1.300000,905.000000,-823.829339
11.000000,1.300000,910.000000,-816.894452
11.000000,1.300000,915.000000,-814.753167
11.000000,1.300000,920.000000,-817.278250
11.000000,1.300000,925.000000,-824.514942
11.000000,1.300000,930.000000,-836.471685
11.000000,1.300000,935.000000,-853.143593
11.000000,1.300000,940.000000,-874.582638
11.000000,1.300000,945.000000,-900.870944
11.000000,1.300000,950.000000,-932.137072
11.000000,1.400000,800.000000,-2558.406463
11.000000,1.400000,805.000000,-2381.854889
11.000000,1.400000,810.000000,-2219.059202
11.000000,1.400000,815.000000,-2069.056858
11.000000,1.400000,820.000000,-1930.951094
11.000000,1.400000,825.000000,-1803.964856
11.000000,1.400000,830.000000,-1687.335249
11.000000,1.400000,835.000000,-1580.437115
11.000000,1.400000,840.000000,-1482.650474
11.000000,1.400000,845.000000,-1393.427608
11.000000,1.400000,850.000000,-1312.270398
11.000000,1.400000,855.000000,-1238.738861
11.000000,1.400000,860.000000,-1172.432467
11.000000,1.400000,865.000000,-1112.955676
11.000000,1.400000,870.000000,-1060.004927
11.000000,1.400000,875.000000,-1013.312144
11.000000,1.400000,880.000000,-972.494984
11.000000,1.400000,885.000000,-937.435797
11.000000,1.400000,890.000000,-907.903968
11.000000,1.400000,895.000000,-883.702681
11.000000,1.400000,900.000000,-864.683413
11.000000,1.400000,905.000000,-850.749846
11.000000,1.400000,910.000000,-841.788677
11.000000,1.400000,915.000000,-837.680313
11.000000,1.400000,920.000000,-838.436349
11.000000,1.400000,925.000000,-844.004423
11.000000,1.400000,930.000000,-854.377977
11.000000,1.400000,935.000000,-869.586335
11.000000,1.400000,940.000000,-889.674072
11.000000,1.400000,945.000000,-914.698177
11.000000,1.400000,950.000000,-944.739089
11.500000,0.400000,800.000000,-1245.450792
11.500000,0.400000,805.000000,-1163.612549
11.500000,0.400000,810.000000,-1089.598167
11.500000,0.400000,815.000000,-1022.868122
11.500000,0.400000,820.000000,-962.907504
11.500000,0.400000,825.000000,-909.256484
11.500000,0.400000,830.000000,-861.504175
11.500000,0.400000,835.000000,-819.258921
11.500000,0.400000,840.000000,-782.166236
11.500000,0.400000,845.000000,-749.928945
11.500000,0.400000,850.000000,-722.264178
11.500000,0.400000,855.000000,-698.912186
11.500000,0.400000,860.000000,-679.656325
11.500000,0.400000,865.000000,-664.306524
11.500000,0.400000,870.000000,-652.699320
11.500000,0.400000,875.000000,-644.672265
11.500000,0.400000,880.000000,-640.121464
11.500000,0.400000,885.000000,-638.965102
11.500000,0.400000,890.000000,-641.129194
11.500000,0.400000,895.000000,-646.509574
11.500000,0.400000,900.000000,-655.175058
11.500000,0.400000,905.000000,-667.013408
11.500000,0.400000,910.000000,-682.121808
11.500000,0.400000,915.000000,-700.505547
11.500000,0.400000,920.000000,-722.217662
11.500000,0.400000,925.000000,-747.327127
11.500000,0.400000,930.000000,-775.928204
11.500000,0.400000,935.000000,-808.140246
11.500000,0.400000,940.000000,-844.076884
11.500000,0.400000,945.000000,-883.912768
11.500000,0.400000,950.000000,-927.791739
11.500000,0.500000,800.000000,-1430.906213
11.500000,0.500000,805.000000,-1335.464806
11.500000,0.500000,810.000000,-1248.753498
11.500000,0.500000,815.000000,-1170.164115
11.500000,0.500000,820.000000,-1099.129214
11.500000,0.500000,825.000000,-1035.142259
11.500000,0.500000,830.000000,-977.750315
11.500000,0.500000,835.000000,-926.520105
11.500000,0.500000,840.000000,-881.058432
11.500000,0.500000,845.000000,-841.034641
11.500000,0.500000,850.000000,-806.131914
11.500000,0.500000,855.000000,-776.057427
11.500000,0.500000,860.000000,-750.564600
11.500000,0.500000,865.000000,-729.437302
11.500000,0.500000,870.000000,-712.476128
11.500000,0.500000,875.000000,-699.497921
11.500000,0.500000,880.000000,-690.379847
11.500000,0.500000,885.000000,-684.983663
11.500000,0.500000,890.000000,-683.232061
11.500000,0.500000,895.000000,-685.073270
11.500000,0.500000,900.000000,-690.376553
11.500000,0.500000,905.000000,-699.194457
11.500000,0.500000,910.000000,-711.508553
11.500000,0.500000,915.000000,-727.336093
11.500000,0.500000,920.000000,-746.655046
11.500000,0.500000,925.000000,-769.615124
11.500000,0.500000,930.000000,-796.201970
11.500000,0.500000,935.000000,-826.574019
11.500000,0.500000,940.000000,-860.824551
11.500000,0.500000,945.000000,-899.122468
11.500000,0.500000,950.000000,-941.586833
11.500000,0.600000,800.000000,-1603.214245
11.500000,0.600000,805.000000,-1495.531522
11.500000,0.600000,810.000000,-1397.366805
11.500000,0.600000,815.000000,-1308.060767
11.500000,0.600000,820.000000,-1226.998191
11.500000,0.600000,825.000000,-1153.630457
11.500000,0.600000,830.000000,-1087.467176
11.500000,0.600000,835.000000,-1028.038262
11.500000,0.600000,840.000000,-974.916664
11.500000,0.600000,845.000000,-927.752380
11.500000,0.600000,850.000000,-886.171534
11.500000,0.600000,855.000000,-849.881293
11.500000,0.600000,860.000000,-818.600683
11.500000,0.600000,865.000000,-792.086550
11.500000,0.600000,870.000000,-770.115431
11.500000,0.600000,875.000000,-752.501395
11.500000,0.600000,880.000000,-739.065387
11.500000,0.600000,885.000000,-729.685009
11.500000,0.600000,890.000000,-724.236079
11.500000,0.600000,895.000000,-722.630908
11.500000,0.600000,900.000000,-724.807425
11.500000,0.600000,905.000000,-730.713282
11.500000,0.600000,910.000000,-740.315283
11.500000,0.600000,915.000000,-753.638098
11.500000,0.600000,920.000000,-770.720620
11.500000,0.600000,925.000000,-791.521197
11.500000,0.600000,930.000000,-816.192900
11.500000,0.600000,935.000000,-844.779502
11.500000,0.600000,940.000000,-877.392470
11.500000,0.600000,945.000000,-914.152716
11.500000,0.600000,950.000000,-955.230629
11.500000,0.700000,800.000000,-1764.836916
11.500000,0.700000,805.000000,-1645.948829
11.500000,0.700000,810.000000,-1537.291012
11.500000,0.700000,815.000000,-1438.156351
11.500000,0.700000,820.000000,-1347.885119
11.500000,0.700000,825.000000,-1265.902521
11.500000,0.700000,830.000000,-1191.645106
11.500000,0.700000,835.000000,-1124.647618
11.500000,0.700000,840.000000,-1064.450136
11.500000,0.700000,845.000000,-1010.645518
11.500000,0.700000,850.000000,-962.863807
11.500000,0.700000,855.000000,-920.779075
11.500000,0.700000,860.000000,-884.087663
11.500000,0.700000,865.000000,-852.537393
11.500000,0.700000,870.000000,-825.850011
11.500000,0.700000,875.000000,-803.883554
11.500000,0.700000,880.000000,-786.349050
11.500000,0.700000,885.000000,-773.171059
11.500000,0.700000,890.000000,-764.200589
11.500000,0.700000,895.000000,-759.329965
11.500000,0.700000,900.000000,-758.479889
11.500000,0.700000,905.000000,-761.575159
11.500000,0.700000,910.000000,-768.589948
11.500000,0.700000,915.000000,-779.514164
11.500000,0.700000,920.000000,-794.353102
11.500000,0.700000,925.000000,-813.135173
11.500000,0.700000,930.000000,-835.919231
11.500000,0.700000,935.000000,-862.752022
11.500000,0.700000,940.000000,-893.773599
11.500000,0.700000,945.000000,-929.080504
11.500000,0.700000,950.000000,-968.797856
11.500000,0.800000,800.000000,-1917.545441
11.500000,0.800000,805.000000,-1788.276298
11.500000,0.800000,810.000000,-1669.892503
11.500000,0.800000,815.000000,-1561.641778
11.500000,0.800000,820.000000,-1462.822356
11.500000,0.800000,825.000000,-1372.823747
11.500000,0.800000,830.000000,-1291.046847
11.500000,0.800000,835.000000,-1216.998088
11.500000,0.800000,840.000000,-1150.188683
11.500000,0.800000,845.000000,-1090.185999
11.500000,0.800000,850.000000,-1036.596571
11.500000,0.800000,855.000000,-989.073367
11.500000,0.800000,860.000000,-947.292250
11.500000,0.800000,865.000000,-910.970790
11.500000,0.800000,870.000000,-879.846433
11.500000,0.800000,875.000000,-853.695217
11.500000,0.800000,880.000000,-832.313737
11.500000,0.800000,885.000000,-815.529909
11.500000,0.800000,890.000000,-803.230023
11.500000,0.800000,895.000000,-795.201572
11.500000,0.800000,900.000000,-791.441563
11.500000,0.800000,905.000000,-791.838818
11.500000,0.800000,910.000000,-796.356505
11.500000,0.800000,915.000000,-804.967826
11.500000,0.800000,920.000000,-817.651261
11.500000,0.800000,925.000000,-834.450736
11.500000,0.800000,930.000000,-855.391199
11.500000,0.800000,935.000000,-880.524922
11.500000,0.800000,940.000000,-909.998739
11.500000,0.800000,945.000000,-943.813002
11.500000,0.800000,950.000000,-982.196074
11.500000,0.900000,800.000000,-2062.669851
11.500000,0.900000,805.000000,-1923.693807
11.500000,0.900000,810.000000,-1796.213168
11.500000,0.900000,815.000000,-1679.432648
11.500000,0.900000,820.000000,-1572.610449
11.500000,0.900000,825.000000,-1475.102117
11.500000,0.900000,830.000000,-1386.274661
11.500000,0.900000,835.000000,-1305.607696
11.500000,0.900000,840.000000,-1232.585157
11.500000,0.900000,845.000000,-1166.750439
11.500000,0.900000,850.000000,-1107.688098
11.500000,0.900000,855.000000,-1055.031514
11.500000,0.900000,860.000000,-1008.437652
11.500000,0.900000,865.000000,-967.611758
11.500000,0.900000,870.000000,-932.273270
11.500000,0.900000,875.000000,-902.162877
11.500000,0.900000,880.000000,-877.116161
11.500000,0.900000,885.000000,-856.854553
11.500000,0.900000,890.000000,-841.333299
11.500000,0.900000,895.000000,-830.304799
11.500000,0.900000,900.000000,-823.745266
11.500000,0.900000,905.000000,-821.548893
11.500000,0.900000,910.000000,-823.647450
11.500000,0.900000,915.000000,-830.006009
11.500000,0.900000,920.000000,-840.610792
11.500000,0.900000,925.000000,-855.464008
11.500000,0.900000,930.000000,-874.618398
11.500000,0.900000,935.000000,-898.092942
11.500000,0.900000,940.000000,-926.032786
11.500000,0.900000,945.000000,-958.453352
11.500000,0.900000,950.000000,-995.500851
11.500000,1.000000,800.000000,-2201.239047
11.500000,1.000000,805.000000,-2053.119592
11.500000,1.000000,810.000000,-1917.069019
11.500000,1.000000,815.000000,-1792.250883
11.500000,1.000000,820.000000,-1677.885056
11.500000,1.000000,825.000000,-1573.294561
11.500000,1.000000,830.000000,-1477.813967
11.500000,1.000000,835.000000,-1390.897260
11.500000,1.000000,840.000000,-1312.002345
11.500000,1.000000,845.000000,-1240.649816
11.500000,1.000000,850.000000,-1176.403399
11.500000,1.000000,855.000000,-1118.878018
11.500000,1.000000,860.000000,-1067.712909
11.500000,1.000000,865.000000,-1022.617175
11.500000,1.000000,870.000000,-983.224702
11.500000,1.000000,875.000000,-949.351058
11.500000,1.000000,880.000000,-920.776925
11.500000,1.000000,885.000000,-897.206988
11.500000,1.000000,890.000000,-878.598147
11.500000,1.000000,895.000000,-864.681721
11.500000,1.000000,900.000000,-855.436003
11.500000,1.000000,905.000000,-850.711278
11.500000,1.000000,910.000000,-850.475156
11.500000,1.000000,915.000000,-854.648483
11.500000,1.000000,920.000000,-863.254160
11.500000,1.000000,925.000000,-876.231029
11.500000,1.000000,930.000000,-893.595789
11.500000,1.000000,935.000000,-915.468437
11.500000,1.000000,940.000000,-941.901229
11.500000,1.000000,945.000000,-972.910093
11.500000,1.000000,950.000000,-1008.716313
11.500000,1.100000,800.000000,-2334.068399
11.500000,1.100000,805.000000,-2177.284914
11.500000,1.100000,810.000000,-2033.113327
11.500000,1.100000,815.000000,-1900.677651
11.500000,1.100000,820.000000,-1779.160908
11.500000,1.100000,825.000000,-1667.854839
11.500000,1.100000,830.000000,-1566.062806
11.500000,1.100000,835.000000,-1473.214158
11.500000,1.100000,840.000000,-1388.741795
11.500000,1.100000,845.000000,-1312.144449
11.500000,1.100000,850.000000,-1242.965927
11.500000,1.100000,855.000000,-1180.803569
11.500000,1.100000,860.000000,-1125.291058
11.500000,1.100000,865.000000,-1076.064272
11.500000,1.100000,870.000000,-1032.872662
11.500000,1.100000,875.000000,-995.378700
11.500000,1.100000,880.000000,-963.370043
11.500000,1.100000,885.000000,-936.658858
11.500000,1.100000,890.000000,-915.044037
11.500000,1.100000,895.000000,-898.377331
11.500000,1.100000,900.000000,-886.529320
11.500000,1.100000,905.000000,-879.388154
11.500000,1.100000,910.000000,-876.890084
11.500000,1.100000,915.000000,-878.930991
11.500000,1.100000,920.000000,-885.559561
11.500000,1.100000,925.000000,-896.671413
11.500000,1.100000,930.000000,-912.373966
11.500000,1.100000,935.000000,-932.641665
11.500000,1.100000,940.000000,-957.609098
11.500000,1.100000,945.000000,-987.253109
11.500000,1.100000,950.000000,-1021.795274
11.500000,1.200000,800.000000,-2461.817073
11.500000,1.200000,805.000000,-2296.783387
11.500000,1.200000,810.000000,-2144.878734
11.500000,1.200000,815.000000,-2005.189027
11.500000,1.200000,820.000000,-1876.861753
11.500000,1.200000,825.000000,-1759.158465
11.500000,1.200000,830.000000,-1651.352396
11.500000,1.200000,835.000000,-1552.849112
11.500000,1.200000,840.000000,-1463.057379
11.500000,1.200000,845.000000,-1381.454852
11.500000,1.200000,850.000000,-1307.566163
11.500000,1.200000,855.000000,-1240.971780
11.500000,1.200000,860.000000,-1181.289836
11.500000,1.200000,865.000000,-1128.142607
